Number,compound,Element1,Element2,Class,Pauling EN,Martynov-Batsanov EN,Gordy EN,Mulliken EN,Allred-Rochow EN,Pauling Mean EN,Martynov-Batsanov Mean EN,Gordy Mean EN,Mulliken Mean EN,Allred-Rochow Mean EN,Pauling Ionic Character,Martynov Ionic Character,Gordy Ionic Character,Mulliken Ionic Character,Allred-Rochow Ionic Character,Sum of Valence e-,Mean # e-,Atomic number sum,Atomic number difference,Mean atomic number,Atomic weight difference,Mean atomic weight,Atomic weight sum,Atomic radius sum,Mean atomic radius,Atomic radius ratio,2xatomic radius difference,Covalent radius sum,Mean covalent radius,Covalent radius ratio,2xcovalent radius difference,Zunger radius sum,Mean Zunger radius sum,Zungerradius sum ratio,2xZunger radius sum difference,Zunger radius sum difference,Ionic radius sum,Mean ionic radius,Ionic radius ratio,2xionic radius difference,Crystal radius sum,Mean crystal radius,Crystal radius ratio,2xcrystal radius difference,Period number sum,Mean period number,Period number difference,Group number sum,Mean group number,Group Number difference,Family number sum,Mean family number,Family number difference,Quantum number sum,Mean quantum number ,Quantum number difference
1062,CaCd,Ca, Cd,1,0.69,0.23,0.9059,2.13,0.486,1.345,1.285,3.46575,3.265,1.277,0.112214394,0.013137934,0.185486032,0.67832868,0.057339422,14,7,68,28,34,72.333,76.2445,152.489,3.35,1.675,0.861111111,0.5,3.22,1.61,0.850574713,0.52,5.215,2.6075,0.738333333,1.57,0.785,3.35,1.675,0.861111111,0.5,2.06,1.03,0.807017544,0.44,9,4.5,1,14,7,10,6,3,2,0,0,0
1064,CaSn,Ca, Sn,5,0.96,0.71,1.5798,2.1,0.79,1.48,1.525,3.8027,3.25,1.429,0.205784147,0.118407193,0.464171971,0.667960055,0.144462198,6,3,70,30,35,78.632,79.394,158.788,3.25,1.625,0.805555556,0.7,3.15,1.575,0.810344828,0.66,4.88,2.44,0.626666667,2.24,1.12,3.25,1.625,0.805555556,0.7,1.83,0.915,0.605263158,0.9,9,4.5,1,16,8,12,7,3.5,3,1,0.5,1
1066,CaTe,Ca, Te,2,1.1,1.21,2.429,3.29,1.124,1.55,1.775,4.2273,3.845,1.596,0.261031512,0.306514536,0.771223618,0.933198183,0.270826808,8,4,72,32,36,87.522,83.839,167.678,3.2,1.6,0.777777778,0.8,3.1,1.55,0.781609195,0.76,4.67,2.335,0.556666667,2.66,1.33,3.2,1.6,0.777777778,0.8,2.25,1.125,0.973684211,0.06,9,4.5,1,18,9,14,8,4,4,1,0.5,1
1092,CaAu,Ca, Au,5,1.54,0.02,4.9663,3.57,0.886,1.77,1.18,5.49595,3.985,1.477,0.447277936,1.00E-04,0.997900454,0.958672412,0.178192421,13,6.5,99,59,49.5,156.88854,118.52227,237.04454,3.15,1.575,0.75,0.9,3.08,1.54,0.770114943,0.8,5.66,2.83,0.886666667,0.68,0.34,3.15,1.575,0.75,0.9,2.65,1.325,0.754966887,0.74,10,5,2,13,6.5,9,6,3,2,2,1,2
1093,CaHg,Ca, Hg,1,1,0.32,5.2341,2.71,0.726,1.5,1.33,5.62985,3.555,1.397,0.221199217,0.025275098,0.998939432,0.840550018,0.123456547,14,7,100,60,50,160.512,120.334,240.668,3.3,1.65,0.833333333,0.6,3.23,1.615,0.856321839,0.5,5.41,2.705,0.803333333,1.18,0.59,3.3,1.65,0.833333333,0.6,1.97,0.985,0.728070175,0.62,10,5,2,14,7,10,6,3,2,2,1,2
1094,CaTl,Ca, Tl,1,0.62,0.52,1.649,1,0.755,1.31,1.43,3.8373,2.7,1.4115,0.091626826,0.065365747,0.493281801,0.221199217,0.132817866,5,2.5,101,61,50.5,164.3053,122.23065,244.4613,3.7,1.85,0.947368421,0.2,3.22,1.61,0.850574713,0.52,5.235,2.6175,0.745,1.53,0.765,3.7,1.85,0.947368421,0.2,2.17,1.085,0.903508772,0.22,10,5,2,15,7.5,11,7,3.5,3,1,0.5,1
1102,ScCo,Sc, Co,1,0.52,0.22,0.4248,0.96,0.65,1.62,1.61,3.2852,3.82,1.515,0.065365747,0.012027089,0.044111266,0.205784147,0.100238004,12,6,48,6,24,13.97729,51.944555,103.88911,2.95,1.475,0.84375,0.5,2.6,1.3,0.805555556,0.56,4.77,2.385,0.734545455,1.46,0.73,2.95,1.475,0.84375,0.5,1.43,0.715,0.606741573,0.7,8,4,0,12,6,6,6,3,0,4,2,0
1103,ScNi,Sc, Ni,1,0.55,0.26,0.5063,1.06,0.69,1.635,1.63,3.32595,3.87,1.535,0.072836172,0.016757996,0.062074655,0.244896158,0.112214394,13,6.5,49,7,24.5,13.73749,51.824655,103.64931,2.95,1.475,0.84375,0.5,2.59,1.295,0.798611111,0.58,4.93,2.465,0.792727273,1.14,0.57,2.95,1.475,0.84375,0.5,1.59,0.795,0.786516854,0.38,8,4,0,13,6.5,7,6,3,0,4,2,0
1104,ScCu,Sc, Cu,1,0.54,0.42,0.5909,1.14,0.66,1.63,1.29,3.36825,3.91,1.52,0.070306205,0.043141733,0.083589346,0.27740039,0.103179905,14,7,50,8,25,18.59009,54.250955,108.50191,2.95,1.475,0.84375,0.5,2.61,1.305,0.8125,0.54,4.79,2.395,0.741818182,1.42,0.71,2.95,1.475,0.84375,0.5,1.6,0.8,0.797752809,0.36,8,4,0,14,7,8,6,3,0,4,2,0
1105,ScZn,Sc, Zn,1,0.29,0.06,0.6787,1.11,0.4,1.505,1.47,3.41215,3.895,1.39,0.020805516,0.000899595,0.108775057,0.265103055,0.039210561,15,7.5,51,9,25.5,20.43409,55.172955,110.34591,2.95,1.475,0.84375,0.5,2.69,1.345,0.868055556,0.38,4.63,2.315,0.683636364,1.74,0.87,2.95,1.475,0.84375,0.5,1.63,0.815,0.831460674,0.3,8,4,0,15,7.5,9,6,3,0,4,2,0
1106,ScGa,Sc, Ga,5,0.45,0.2,1.0944,0.14,0.566,1.585,1.6,3.62,3.27,1.473,0.049364908,0.009950166,0.258757791,0.004888015,0.076965807,6,3,52,10,26,24.76709,57.339455,114.67891,2.9,1.45,0.8125,0.6,2.7,1.35,0.875,0.36,4.445,2.2225,0.616363636,2.11,1.055,2.9,1.45,0.8125,0.6,1.65,0.825,0.853932584,0.26,8,4,0,16,8,10,8,4,2,3,1.5,1
1107,ScGe,Sc, Ge,5,0.65,0.49,1.5678,1.26,0.804,1.685,1.745,3.8567,3.97,1.592,0.100238004,0.05825901,0.459088289,0.327598738,0.149221954,7,3.5,53,11,26.5,27.65409,58.782955,117.56591,2.85,1.425,0.78125,0.7,2.66,1.33,0.847222222,0.44,4.31,2.155,0.567272727,2.38,1.19,2.85,1.425,0.78125,0.7,1.42,0.71,0.595505618,0.72,8,4,0,17,8.5,11,9,4.5,3,3,1.5,1
1108,ScAs,Sc, As,2,0.82,0.77,2.0992,1.96,1.021,1.77,1.885,4.1224,4.32,1.7005,0.154730696,0.13776291,0.667681077,0.617260241,0.229418805,8,4,54,12,27,29.96568,59.93875,119.8775,2.75,1.375,0.71875,0.9,2.64,1.32,0.833333333,0.48,4.165,2.0825,0.514545455,2.67,1.335,2.75,1.375,0.71875,0.9,1.61,0.805,0.808988764,0.34,8,4,0,18,9,12,9,4.5,3,3,1.5,1
1109,ScSe,Sc, Se,2,1.19,1.04,2.6882,2.55,1.244,1.955,2.02,4.4169,4.615,1.812,0.298142579,0.236925796,0.835789282,0.803211356,0.320830126,9,4.5,55,13,27.5,34.00409,61.957955,123.91591,2.75,1.375,0.71875,0.9,2.6,1.3,0.805555556,0.56,4.035,2.0175,0.467272727,2.93,1.465,2.75,1.375,0.71875,0.9,1.45,0.725,0.629213483,0.66,8,4,0,19,9.5,13,10,5,4,3,1.5,1
1118,ScRu,Sc, Ru,1,0.84,0.47,0.594,1.16,0.35,1.78,1.735,3.3698,3.92,1.365,0.161717397,0.053727787,0.084430497,0.285662686,0.030160805,11,5.5,65,23,32.5,56.11409,73.012955,146.02591,2.9,1.45,0.8125,0.6,2.69,1.345,0.868055556,0.38,5.355,2.6775,0.947272727,0.29,0.145,2.9,1.45,0.8125,0.6,1.71,0.855,0.921348315,0.14,9,4.5,1,11,5.5,5,7,3.5,1,4,2,0
1119,ScRh,Sc, Rh,1,0.92,0.49,0.6534,0.96,0.37,1.82,1.745,3.3995,3.82,1.375,0.190711652,0.05825901,0.10123429,0.205784147,0.033645949,12,6,66,24,33,57.94959,73.930705,147.86141,2.95,1.475,0.84375,0.5,2.69,1.345,0.868055556,0.38,5.27,2.635,0.916363636,0.46,0.23,2.95,1.475,0.84375,0.5,1.7,0.85,0.91011236,0.16,9,4.5,1,12,6,6,7,3.5,1,4,2,0
1120,ScPd,Sc, Pd,1,0.84,0.58,0.7152,1.11,0.4,1.78,1.79,3.4304,3.895,1.39,0.161717397,0.080660682,0.120039061,0.265103055,0.039210561,13,6.5,67,25,33.5,61.46409,75.687955,151.37591,3,1.5,0.875,0.4,2.72,1.36,0.888888889,0.32,5.2,2.6,0.890909091,0.6,0.3,3,1.5,0.875,0.4,1.67,0.835,0.876404494,0.22,9,4.5,1,13,6.5,7,7,3.5,1,4,2,0
1121,ScAg,Sc, Ag,1,0.57,0.43,0.7794,1.1,0.68,1.645,1.285,3.4625,3.89,1.53,0.078013779,0.045172898,0.140896684,0.261031512,0.109168515,14,7,68,26,34,62.91229,76.412055,152.82411,3.2,1.6,1,0,2.78,1.39,0.930555556,0.2,5.125,2.5625,0.863636364,0.75,0.375,3.2,1.6,1,0,2.18,1.09,0.689922481,0.8,9,4.5,1,14,7,8,7,3.5,1,2,1,2
1122,ScCd,Sc, Cd,1,0.33,0.1,0.8459,0.99,0.33,1.525,1.45,3.49575,3.835,1.355,0.02685774,0.002496878,0.163799367,0.217315029,0.02685774,15,7.5,69,27,34.5,67.45509,78.683455,157.36691,3.15,1.575,0.96875,0.1,2.92,1.46,0.972972973,0.08,4.965,2.4825,0.805454545,1.07,0.535,3.15,1.575,0.96875,0.1,1.81,0.905,0.967391304,0.06,9,4.5,1,15,7.5,9,7,3.5,1,2,1,2
1123,ScIn,Sc, In,4,0.42,0.13,1.1609,0.24,0.466,1.57,1.565,3.65325,3.22,1.423,0.043141733,0.004216087,0.286035618,0.014296816,0.052841662,6,3,70,28,35,69.86209,79.886955,159.77391,3.15,1.575,0.96875,0.1,2.88,1.44,1,0,4.8,2.4,0.745454545,1.4,0.7,3.15,1.575,0.96875,0.1,1.83,0.915,0.946808511,0.1,9,4.5,1,16,8,10,8,4,2,3,1.5,1
1124,ScSn,Sc, Sn,1,0.6,0.38,1.5198,0.96,0.634,1.66,1.69,3.8327,3.82,1.507,0.086068815,0.035456166,0.438670954,0.205784147,0.095604939,7,3.5,71,29,35.5,73.75409,81.832955,163.66591,3.05,1.525,0.90625,0.3,2.85,1.425,0.979166667,0.06,4.63,2.315,0.683636364,1.74,0.87,3.05,1.525,0.90625,0.3,1.58,0.79,0.775280899,0.4,9,4.5,1,17,8.5,11,8,4,2,3,1.5,1
1125,ScSb,Sc, Sb,2,0.69,0.64,1.9225,1.51,0.794,1.705,1.82,4.03405,4.095,1.587,0.112214394,0.097331588,0.603072471,0.434488699,0.145816297,8,4,72,30,36,76.80409,83.357955,166.71591,3.05,1.525,0.90625,0.3,2.84,1.42,0.972222222,0.08,4.515,2.2575,0.641818182,1.97,0.985,3.05,1.525,0.90625,0.3,1.79,0.895,0.988888889,0.02,9,4.5,1,18,9,12,9,4.5,3,3,1.5,1
1126,ScTe,Sc, Te,7,0.74,0.88,2.369,2.15,0.968,1.73,1.94,4.2573,4.415,1.674,0.127942572,0.176012567,0.754151614,0.685139313,0.208840747,9,4.5,73,31,36.5,82.64409,86.277955,172.55591,3,1.5,0.875,0.4,2.8,1.4,0.944444444,0.16,4.42,2.21,0.607272727,2.16,1.08,3,1.5,0.875,0.4,2,1,0.801801802,0.44,9,4.5,1,19,9.5,13,9,4.5,3,3,1.5,1
1150,ScIr,Sc, Ir,1,0.84,0.37,4.3617,2.06,0.49,1.78,1.685,5.25365,4.37,1.435,0.161717397,0.033645949,0.991400977,0.65385586,0.05825901,12,6,98,56,49,147.26409,118.587955,237.17591,2.95,1.475,0.84375,0.5,2.71,1.355,0.881944444,0.34,5.378,2.689,0.955636364,0.244,0.122,2.95,1.475,0.84375,0.5,1.66,0.83,0.865168539,0.24,10,5,2,12,6,6,7,3.5,1,4,2,0
1151,ScPt,Sc, Pt,1,0.92,0.41,4.648,2.26,0.53,1.82,1.705,5.3968,4.47,1.455,0.190711652,0.041154191,0.995487825,0.721099447,0.067815945,13,6.5,99,57,49.5,150.12409,120.017955,240.03591,2.95,1.475,0.84375,0.5,2.74,1.37,0.902777778,0.28,5.45,2.725,0.981818182,0.1,0.05,2.95,1.475,0.84375,0.5,1.63,0.815,0.831460674,0.3,10,5,2,13,6.5,7,7,3.5,1,4,2,0
1152,ScAu,Sc, Au,1,1.18,0.31,4.9063,2.43,0.73,1.95,1.345,5.52595,4.555,1.555,0.29397173,0.023738697,0.997565332,0.771501355,0.124731865,14,7,100,58,50,152.01063,120.961225,241.92245,2.95,1.475,0.84375,0.5,2.78,1.39,0.930555556,0.2,5.41,2.705,0.967272727,0.18,0.09,2.95,1.475,0.84375,0.5,2.4,1.2,0.589403974,1.24,10,5,2,14,7,8,7,3.5,1,4,2,0
1153,ScHg,Sc, Hg,1,0.64,0.01,5.1741,1.57,0.57,1.68,1.495,5.65985,4.125,1.475,0.097331588,2.50E-05,0.998760228,0.460020984,0.078013779,15,7.5,101,59,50.5,155.63409,122.772955,245.54591,3.1,1.55,0.9375,0.2,2.93,1.465,0.966442953,0.1,5.16,2.58,0.876363636,0.68,0.34,3.1,1.55,0.9375,0.2,1.72,0.86,0.93258427,0.12,10,5,2,15,7.5,9,7,3.5,1,4,2,0
1156,ScBi,Sc, Bi,2,0.66,0.64,1.756,1.35,0.82,1.69,1.82,3.9508,4.015,1.6,0.103179905,0.097331588,0.537396054,0.365948438,0.154730696,8,4,104,62,52,164.02446,126.96814,253.93628,3.2,1.6,1,0,2.9,1.45,0.98630137,0.04,4.747,2.3735,0.726181818,1.506,0.753,3.2,1.6,1,0,2.06,1.03,0.760683761,0.56,10,5,2,18,9,12,8,4,2,3,1.5,1
1160,TiFe,Ti, Fe,1,0.29,0.19,0.2831,0.61,0.42,1.685,1.765,3.27745,3.755,1.59,0.020805516,0.008984397,0.019837008,0.088829279,0.043141733,12,6,48,4,24,7.967,51.8635,103.727,2.8,1.4,1,0,2.49,1.245,0.886363636,0.3,4.69,2.345,0.817829457,0.94,0.47,2.8,1.4,1,0,1.44,0.72,0.92,0.12,8,4,0,12,6,4,6,3,0,4,2,0
1161,TiCo,Ti, Co,1,0.34,0.14,0.3617,0.85,0.46,1.71,1.79,3.31675,3.875,1.61,0.028486389,0.004888015,0.032177642,0.165251669,0.051525145,13,6.5,49,5,24.5,11.0532,53.4066,106.8132,2.75,1.375,0.964285714,0.1,2.48,1.24,0.878787879,0.32,4.6,2.3,0.782945736,1.12,0.56,2.75,1.375,0.964285714,0.1,1.29,0.645,0.72,0.42,8,4,0,13,6.5,5,6,3,0,4,2,0
1162,TiNi,Ti, Ni,1,0.37,0.1,0.4432,0.95,0.5,1.725,1.81,3.3575,3.925,1.63,0.033645949,0.002496878,0.047920329,0.201982698,0.060586937,14,7,50,6,25,10.8134,53.2867,106.5734,2.75,1.375,0.964285714,0.1,2.47,1.235,0.871212121,0.34,4.76,2.38,0.84496124,0.8,0.4,2.75,1.375,0.964285714,0.1,1.45,0.725,0.933333333,0.1,8,4,0,14,7,6,6,3,0,4,2,0
1164,TiZn,Ti, Zn,1,0.11,0.42,0.6156,1,0.21,1.595,1.65,3.4437,3.95,1.485,0.003020429,0.043141733,0.090391362,0.221199217,0.010964447,16,8,52,8,26,17.51,56.635,113.27,2.75,1.375,0.964285714,0.1,2.57,1.285,0.946969697,0.14,4.46,2.23,0.728682171,1.4,0.7,2.75,1.375,0.964285714,0.1,1.49,0.745,0.986666667,0.02,8,4,0,16,8,8,6,3,0,4,2,0
1165,TiGa,Ti, Ga,4,0.27,0.16,1.0313,0.25,0.376,1.675,1.78,3.65155,3.325,1.568,0.018059929,0.006379564,0.233480333,0.015503563,0.034726695,7,3.5,53,9,26.5,21.843,58.8015,117.603,2.7,1.35,0.928571429,0.2,2.58,1.29,0.954545455,0.12,4.275,2.1375,0.656976744,1.77,0.885,2.7,1.35,0.928571429,0.2,1.51,0.755,0.986842105,0.02,8,4,0,17,8.5,9,8,4,2,3,1.5,1
1166,TiGe,Ti, Ge,4,0.47,0.13,1.5047,1.15,0.614,1.775,1.925,3.88825,4.025,1.687,0.053727787,0.004216087,0.432225259,0.281525454,0.08994387,8,4,54,10,27,24.73,60.245,120.49,2.65,1.325,0.892857143,0.3,2.54,1.27,0.924242424,0.2,4.14,2.07,0.604651163,2.04,1.02,2.65,1.325,0.892857143,0.3,1.28,0.64,0.706666667,0.44,8,4,0,18,9,10,9,4.5,3,3,1.5,1
1176,TiTc,Ti, Tc,1,0.36,0.32,0.4737,0.55,0.13,1.72,2.02,3.37275,3.725,1.445,0.031880743,0.025275098,0.054553449,0.072836172,0.004216087,11,5.5,65,21,32.5,50.0272,72.8936,145.7872,2.75,1.375,0.964285714,0.1,2.59,1.295,0.962121212,0.1,5.23,2.615,0.973584906,0.14,0.07,2.75,1.375,0.964285714,0.1,1.54,0.77,0.949367089,0.08,9,4.5,1,11,5.5,3,7,3.5,1,4,2,0
1177,TiRu,Ti, Ru,1,0.66,0.11,0.5309,1.05,0.16,1.87,1.915,3.40135,3.975,1.46,0.103179905,0.003020429,0.068038433,0.240902461,0.006379564,12,6,66,22,33,53.19,74.475,148.95,2.7,1.35,0.928571429,0.2,2.57,1.285,0.946969697,0.14,5.185,2.5925,0.990403071,0.05,0.025,2.7,1.35,0.928571429,0.2,1.57,0.785,0.914634146,0.14,9,4.5,1,12,6,4,7,3.5,1,4,2,0
1178,TiRh,Ti, Rh,1,0.74,0.13,0.5903,0.85,0.18,1.91,1.925,3.43105,3.875,1.47,0.127942572,0.004216087,0.083426962,0.165251669,0.008067283,13,6.5,67,23,33.5,55.0255,75.39275,150.7855,2.75,1.375,0.964285714,0.1,2.57,1.285,0.946969697,0.14,5.1,2.55,0.976744186,0.12,0.06,2.75,1.375,0.964285714,0.1,1.56,0.78,0.925925926,0.12,9,4.5,1,13,6.5,5,7,3.5,1,4,2,0
1179,TiPd,Ti, Pd,1,0.66,0.22,0.6521,1,0.21,1.87,1.97,3.46195,3.95,1.485,0.103179905,0.012027089,0.100852874,0.221199217,0.010964447,14,7,68,24,34,58.54,77.15,154.3,2.8,1.4,1,0,2.6,1.3,0.96969697,0.08,5.03,2.515,0.949612403,0.26,0.13,2.8,1.4,1,0,1.53,0.765,0.961538462,0.06,9,4.5,1,14,7,6,7,3.5,1,4,2,0
1184,TiSb,Ti, Sb,7,0.51,0.28,1.8594,1.4,0.604,1.795,2,4.0656,4.15,1.682,0.062955963,0.019409169,0.578671342,0.387373606,0.087168526,9,4.5,73,29,36.5,73.88,84.82,169.64,2.85,1.425,0.965517241,0.1,2.72,1.36,0.942857143,0.16,4.345,2.1725,0.684108527,1.63,0.815,2.85,1.425,0.965517241,0.1,1.65,0.825,0.833333333,0.3,9,4.5,1,19,9.5,11,9,4.5,3,3,1.5,1
1207,TiRe,Ti, Re,1,0.36,0.2,3.8681,0.57,0.22,1.72,1.96,5.06995,3.735,1.49,0.031880743,0.009950166,0.976258944,0.078013779,0.012027089,11,5.5,97,53,48.5,138.327,117.0435,234.087,2.75,1.375,0.964285714,0.1,2.6,1.3,0.96969697,0.08,5.26,2.63,0.962686567,0.2,0.1,2.75,1.375,0.964285714,0.1,1.52,0.76,0.974025974,0.04,10,5,2,11,5.5,3,7,3.5,1,4,2,0
1208,TiOs,Ti, Os,1,0.66,0.01,4.0976,1.45,0.27,1.87,1.855,5.1847,4.175,1.515,0.103179905,2.50E-05,0.984968112,0.408814242,0.018059929,12,6,98,54,49,142.35,119.055,238.11,2.7,1.35,0.928571429,0.2,2.58,1.29,0.954545455,0.12,5.23,2.615,0.973584906,0.14,0.07,2.7,1.35,0.928571429,0.2,1.52,0.76,0.974025974,0.04,10,5,2,12,6,4,7,3.5,1,4,2,0
1209,TiIr,Ti, Ir,4,0.66,0.01,4.2986,1.95,0.3,1.87,1.865,5.2852,4.425,1.53,0.103179905,2.50E-05,0.990142183,0.613500614,0.022248763,13,6.5,99,55,49.5,144.34,120.05,240.1,2.75,1.375,0.964285714,0.1,2.59,1.295,0.962121212,0.1,5.208,2.604,0.98173516,0.096,0.048,2.75,1.375,0.964285714,0.1,1.52,0.76,0.974025974,0.04,10,5,2,13,6.5,5,7,3.5,1,4,2,0
1212,TiHg,Ti, Hg,4,0.46,0.37,5.111,1.46,0.38,1.77,1.675,5.6914,4.18,1.57,0.051525145,0.033645949,0.99854184,0.413099512,0.035456166,16,8,102,58,51,152.71,124.235,248.47,2.9,1.45,0.933333333,0.2,2.81,1.405,0.88590604,0.34,4.99,2.495,0.934108527,0.34,0.17,2.9,1.45,0.933333333,0.2,1.58,0.79,0.903614458,0.16,10,5,2,16,8,8,7,3.5,1,4,2,0
1217,VMn,V, Mn,1,0.08,0.18,0.1416,0.12,0.22,1.59,2.13,3.2729,3.66,1.64,0.001598721,0.008067283,0.005000098,0.003593528,0.012027089,12,6,48,2,24,3.99655,52.939775,105.87955,2.75,1.375,0.964285714,0.1,2.39,1.195,0.959016393,0.1,4.65,2.325,0.913580247,0.42,0.21,2.75,1.375,0.964285714,0.1,1.49,0.745,0.839506173,0.26,8,4,0,12,6,2,6,3,0,4,2,0
1218,VFe,V, Fe,1,0.2,0.55,0.2169,0.46,0.27,1.73,1.945,3.31055,3.83,1.665,0.009950166,0.072836172,0.011692508,0.051525145,0.018059929,13,6.5,49,3,24.5,4.9055,53.39425,106.7885,2.75,1.375,0.964285714,0.1,2.39,1.195,0.959016393,0.1,4.54,2.27,0.868312757,0.64,0.32,2.75,1.375,0.964285714,0.1,1.37,0.685,0.985507246,0.02,8,4,0,13,6.5,3,6,3,0,4,2,0
1226,VSe,V, Se,7,0.92,0.32,2.5589,2.29,0.904,2.09,2.38,4.48155,4.745,1.982,0.190711652,0.025275098,0.805435646,0.730456367,0.184785492,11,5.5,57,11,28.5,28.0185,64.95075,129.9015,2.5,1.25,0.851851852,0.4,2.38,1.19,0.950819672,0.12,3.715,1.8575,0.528806584,2.29,1.145,2.5,1.25,0.851851852,0.4,1.24,0.62,0.823529412,0.24,8,4,0,21,10.5,11,10,5,4,3,1.5,1
1233,VMo,V, Mo,1,0.53,0.28,0.3527,0.3,0.06,1.895,2.08,3.37845,3.75,1.5,0.067815945,0.019409169,0.030620713,0.022248763,0.000899595,11,5.5,65,19,32.5,44.9985,73.44075,146.8815,2.8,1.4,0.931034483,0.2,2.52,1.26,0.938461538,0.16,5.15,2.575,0.893382353,0.58,0.29,2.8,1.4,0.931034483,0.2,1.47,0.735,0.860759494,0.22,9,4.5,1,11,5.5,1,7,3.5,1,4,2,0
1234,VTc,V, Tc,1,0.27,0.04,0.4075,0.4,0.02,1.765,2.2,3.40585,3.8,1.52,0.018059929,0.00039992,0.040664155,0.039210561,1.00E-04,12,6,66,20,33,46.9657,74.42435,148.8487,2.7,1.35,1,0,2.49,1.245,0.960629921,0.1,5.08,2.54,0.916981132,0.44,0.22,2.7,1.35,1,0,1.47,0.735,0.860759494,0.22,9,4.5,1,12,6,2,7,3.5,1,4,2,0
1242,VSb,V, Sb,7,0.42,0.08,1.7932,1.25,0.454,1.84,2.18,4.0987,4.225,1.757,0.043141733,0.001598721,0.552416229,0.323366154,0.050223894,10,5,74,28,37,70.8185,86.35075,172.7015,2.8,1.4,0.931034483,0.2,2.62,1.31,0.871428571,0.36,4.195,2.0975,0.726337449,1.33,0.665,2.8,1.4,0.931034483,0.2,1.58,0.79,0.755555556,0.44,9,4.5,1,20,10,10,9,4.5,3,3,1.5,1
1243,VTe,V, Te,7,0.47,0.16,2.2397,1.89,0.628,1.865,2.3,4.32195,4.545,1.844,0.053727787,0.006379564,0.714657202,0.590584604,0.093891298,11,5.5,75,29,37.5,76.6585,89.27075,178.5415,2.75,1.375,0.964285714,0.1,2.58,1.29,0.897058824,0.28,4.1,2.05,0.687242798,1.52,0.76,2.75,1.375,0.964285714,0.1,1.79,0.895,0.612612613,0.86,9,4.5,1,21,10.5,11,9,4.5,3,3,1.5,1
1266,VOs,V, Os,1,0.57,0.37,4.0314,1.3,0.12,1.915,2.035,5.2178,4.25,1.59,0.078013779,0.033645949,0.98280345,0.344593746,0.003593528,13,6.5,99,53,49.5,139.2885,120.58575,241.1715,2.65,1.325,0.962962963,0.1,2.48,1.24,0.968253968,0.08,5.08,2.54,0.916981132,0.44,0.22,2.65,1.325,0.962962963,0.1,1.45,0.725,0.883116883,0.18,10,5,2,13,6.5,3,7,3.5,1,4,2,0
1299,CrSb,Cr, Sb,7,0.39,0.14,1.724,1.13,0.334,1.855,2.07,4.1333,4.285,1.817,0.037311127,0.004888015,0.524336211,0.273287979,0.027503692,11,5.5,75,27,37.5,69.7639,86.87805,173.7561,2.85,1.425,0.965517241,0.1,2.58,1.29,0.842857143,0.44,4.205,2.1025,0.723360656,1.35,0.675,2.85,1.425,0.965517241,0.1,1.66,0.83,0.844444444,0.28,9,4.5,1,21,10.5,9,9,4.5,3,3,1.5,1
1325,CrPt,Cr, Pt,4,0.62,0.09,4.4495,1.88,0.07,1.97,1.955,5.49605,4.66,1.685,0.091626826,0.002022951,0.992913138,0.586707622,0.00122425,16,8,102,54,51,143.0839,123.53805,247.0761,2.75,1.375,0.964285714,0.1,2.48,1.24,0.907692308,0.24,5.14,2.57,0.903703704,0.52,0.26,2.75,1.375,0.964285714,0.1,1.5,0.75,0.973684211,0.04,10,5,2,16,8,4,7,3.5,1,4,2,0
1333,MnNi,Mn, Ni,4,0.36,0.28,0.2354,0.68,0.13,1.73,1.9,3.4614,4.06,1.815,0.031880743,0.019409169,0.013757775,0.109168515,0.004216087,17,8.5,53,3,26.5,3.75535,56.815725,113.63145,2.75,1.375,0.964285714,0.1,2.32,1.16,0.982905983,0.04,4.4,2.2,0.981981982,0.08,0.04,2.75,1.375,0.964285714,0.1,1.51,0.755,0.864197531,0.22,8,4,0,17,8.5,3,6,3,0,4,2,0
1335,MnZn,Mn, Zn,1,0.1,0.6,0.4078,0.73,0.16,1.6,1.74,3.5476,4.085,1.67,0.002496878,0.086068815,0.040722815,0.124731865,0.006379564,19,9.5,55,5,27.5,10.45195,60.164025,120.32805,2.75,1.375,0.964285714,0.1,2.42,1.21,0.936,0.16,4.1,2.05,0.846846847,0.68,0.34,2.75,1.375,0.964285714,0.1,1.55,0.775,0.913580247,0.14,8,4,0,19,9.5,5,6,3,0,4,2,0
1336,MnGa,Mn, Ga,1,0.26,0.34,0.8235,0.52,0.006,1.68,1.87,3.75545,3.46,1.753,0.016757996,0.028486389,0.155945373,0.065365747,9.00E-06,10,5,56,6,28,14.78495,62.330525,124.66105,2.7,1.35,0.928571429,0.2,2.43,1.215,0.928571429,0.18,3.915,1.9575,0.763513514,1.05,0.525,2.7,1.35,0.928571429,0.2,1.57,0.785,0.938271605,0.1,8,4,0,20,10,6,8,4,2,3,1.5,1
1337,MnGe,Mn, Ge,4,0.46,0.05,1.2969,0.88,0.244,1.78,2.015,3.99215,4.16,1.872,0.051525145,0.000624805,0.343273348,0.176012567,0.014773781,11,5.5,57,7,28.5,17.67195,63.774025,127.54805,2.65,1.325,0.892857143,0.3,2.39,1.195,0.959016393,0.1,3.78,1.89,0.702702703,1.32,0.66,2.65,1.325,0.892857143,0.3,1.34,0.67,0.654320988,0.56,8,4,0,21,10.5,7,9,4.5,3,3,1.5,1
